Event	ID (ID of the sampling site)	Sample ID	Longitude (WGS84)	Latitude (WGS84)	Elevation [m a.s.l.] (Of the surface of the samplin...)	Land use (Land-use type of the sampling...)	Year sampl (The year in which the soil sa...)	Depth soil [m] (The depth at which the soil s...)	Clay [%] (Clay (< 0.02 mm) content in s...)	Silt [%] (Silt (0.02 -0.5 mm) content i...)	Sand [%] (Sand (> 0.5 mm) content in so...)	Method (Method for measuring soil par...)	Soil texture quality (Quality level of soil particl...)	Soil texture class (Based on USDA (broad categori...)	Soil texture class (Based on USDA (subclasses (cl...)	DBD [g/cm**3] (Bulk density of soil, Oven dr...)	Method (Method for measuring soil bul...)	Ks [cm/min] (Soil saturated water conducti...)	Method (Method for measuring soil sat...)	Method (Method for measuring soil wat...)	vol SWC [m**3/m**3] ([meaured_θs] Measured saturat...)	fit SWC sat [m**3/m**3] ([fit_θs] Fitted saturated soi...)	fit SWC res [m**3/m**3] ([fit_θr] Fitted residual soil...)	fit α [m**-1] ([fit_α] Fitted shape paramete...)	fit n ([fit_n] Fitted shape paramete...)	fit m ([fit_m] Fitted shape paramete...)	fit Field capa [m**3/m**3] ([fit_FC] Field capacity, Calc...)	fit PWP [m**3/m**3] ([fit_PWP] Permanent wilting p...)	R**2 ([fit_r²] Coefficient of deter...)	SWC e [%] ([θs_RE] Absolute relative err...)	Quantile range ([θs_RE _range] Quantile range...)
Yellow_River_Basin_54	54	54_0	111.57926400	34.72853900	626	Forestland	2018	0.05	4.140	33.870	61.980	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.543651815	Oven-drying method	0.025324490	Constant head method	Centrifuge method	0.349001563	0.354224481	0.000000000	3.121512382	1.070032946	0.065449336	0.298911335	0.229946181	0.999992036	1.496531516	Q1-Q3
Yellow_River_Basin_54	54	54_1	111.57926400	34.72853900	626	Forestland	2018	0.20	5.100	37.600	57.290	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.628286438	Oven-drying method	0.032294501	Constant head method	Centrifuge method	0.381320828	0.385164579	0.000000000	2.067151914	1.076230993	0.070831442	0.329485126	0.248319339	0.999994240	1.008009788	Min-Q1
Yellow_River_Basin_54	54	54_2	111.57926400	34.72853900	626	Forestland	2018	0.40	6.090	41.540	52.360	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.401586555	Oven-drying method	0.238439494	Constant head method	Centrifuge method	0.425265728	0.414514499	0.000000000	8.253923176	1.121540952	0.108369607	0.276031225	0.174019341	0.999995893	2.528120381	Q1-Q3
Yellow_River_Basin_54	54	54_3	111.57926400	34.72853900	626	Forestland	2018	0.60	6.440	45.550	48.010	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.339505664	Oven-drying method	0.171514178	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_4	111.57926400	34.72853900	626	Forestland	2018	0.80	8.970	54.270	36.760	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.387170768	Oven-drying method	0.372159216	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_5	111.57926400	34.72853900	626	Forestland	2018	1.00	6.220	49.240	44.540	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.312069166	Oven-drying method	0.413259332	Constant head method	Centrifuge method	0.431776084	0.453610122	0.000000000	27.684389600	1.102179897	0.092707096	0.285230333	0.193237798	0.999995756	5.056796650	Q1-Q3
Yellow_River_Basin_54	54	54_6	111.57926400	34.72853900	626	Forestland	2018	1.20	5.130	35.490	59.400	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.346481045	Oven-drying method	0.125670177	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_7	111.57926400	34.72853900	626	Forestland	2018	1.40	7.680	49.820	42.510	Laser particle analyzer method	Level A	Loamy soils	Loam	1.259986321	Oven-drying method	0.637237568	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_8	111.57926400	34.72853900	626	Forestland	2018	1.60	5.730	42.480	51.780	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.358571706	Oven-drying method	0.067917272	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_9	111.57926400	34.72853900	626	Forestland	2018	1.80	5.500	39.070	55.420	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.332530283	Oven-drying method	0.081165965	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_10	111.57926400	34.72853900	626	Forestland	2018	2.00	6.350	42.840	50.810	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.285795231	Oven-drying method	0.168115679	Constant head method	Centrifuge method	0.465000000	0.550054062	0.000099600	39.167515640	1.125339098	0.111378960	0.298238571	0.184965178	0.999997631	18.224941740	outlier
Yellow_River_Basin_54	54	54_11	111.57926400	34.72853900	626	Forestland	2018	2.20	6.040	38.880	55.090	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.330902694	Oven-drying method	0.051076101	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_12	111.57926400	34.72853900	626	Forestland	2018	2.40	7.480	43.850	48.690	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_13	111.57926400	34.72853900	626	Forestland	2018	2.60	6.160	38.930	54.900	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_14	111.57926400	34.72853900	626	Forestland	2018	2.80	8.300	50.500	41.200	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.390425945	Oven-drying method	0.086759318	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_15	111.57926400	34.72853900	626	Forestland	2018	3.00	7.010	48.100	44.870	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_16	111.57926400	34.72853900	626	Forestland	2018	3.20	6.740	42.250	51.000	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_17	111.57926400	34.72853900	626	Forestland	2018	3.40	7.830	48.520	43.640	Laser particle analyzer method	Level A	Loamy soils	Loam	1.362291909	Oven-drying method	0.150285145	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_18	111.57926400	34.72853900	626	Forestland	2018	3.60	6.070	43.530	50.400	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.370429853	Oven-drying method	0.132713082	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_19	111.57926400	34.72853900	626	Forestland	2018	3.80	8.070	56.170	35.760	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.363454472	Oven-drying method	0.123052310	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_20	111.57926400	34.72853900	626	Forestland	2018	4.00	6.080	47.970	45.950	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.326252440	Oven-drying method	0.059628516	Constant head method	Centrifuge method	0.433171160	0.622718209	0.164273829	100.000000000	1.229961805	0.186966623	0.284530827	0.214276671	0.999994094	43.758002940	outlier
Yellow_River_Basin_54	54	54_21	111.57926400	34.72853900	626	Forestland	2018	4.20	7.520	53.870	38.620	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.400191479	Oven-drying method	0.119483518	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_22	111.57926400	34.72853900	626	Forestland	2018	4.40	5.960	48.200	45.850	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_23	111.57926400	34.72853900	626	Forestland	2018	4.60	6.590	52.070	41.340	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.416002342	Oven-drying method	0.114532243	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_24	111.57926400	34.72853900	626	Forestland	2018	4.80	7.590	59.850	32.560	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.365082061	Oven-drying method	0.204637338	Constant head method	Centrifuge method											
Yellow_River_Basin_54	54	54_25	111.57926400	34.72853900	626	Forestland	2018	5.00	12.250	75.200	12.550	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_0	112.51750000	40.00555600	1400	Farmland	2018	0.05	2.170	24.140	73.690	Laser particle analyzer method	Level A	Sandy soils	Loamy Sand		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_1	112.51750000	40.00555600	1400	Farmland	2018	0.20	8.230	46.540	45.230	Laser particle analyzer method	Level A	Loamy soils	Loam	1.668278622	Oven-drying method	0.025779186	Constant head method	Centrifuge method	0.365277452	0.373555853	0.010923409	2.774289661	1.111779217	0.100540841	0.291159784	0.195293142	0.999997771	2.266332514	Q1-Q3
Yellow_River_Basin_55	55	55_2	112.51750000	40.00555600	1400	Farmland	2018	0.40	8.530	49.580	41.890	Laser particle analyzer method	Level A	Loamy soils	Loam	1.687344663	Oven-drying method	0.056504195	Constant head method	Centrifuge method	0.374112934	0.367990015	0.175292425	1.069600247	1.202933778	0.168699043	0.319098868	0.243756717	0.999998286	1.636649869	Q1-Q3
Yellow_River_Basin_55	55	55_3	112.51750000	40.00555600	1400	Farmland	2018	0.60	8.190	51.420	40.410	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.618753417	Oven-drying method	0.002893491	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_4	112.51750000	40.00555600	1400	Farmland	2018	0.80	7.140	46.540	46.310	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.621078544	Oven-drying method	0.022925622	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_5	112.51750000	40.00555600	1400	Farmland	2018	1.00	5.740	43.000	51.270	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.442741303	Oven-drying method	0.122348496	Constant head method	Centrifuge method	0.497809691	0.627062668	0.026444309	99.820997120	1.107122964	0.096757964	0.348488455	0.240446086	0.999998709	25.964335270	outlier
Yellow_River_Basin_55	55	55_6	112.51750000	40.00555600	1400	Farmland	2018	1.20	7.570	62.150	30.280	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.521330596	Oven-drying method	0.010039578	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_7	112.51750000	40.00555600	1400	Farmland	2018	1.40	8.310	62.720	28.970	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.634564280	Oven-drying method	0.038222585	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_8	112.51750000	40.00555600	1400	Farmland	2018	1.60	10.210	58.440	31.360	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.652932784	Oven-drying method	0.004542077	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_9	112.51750000	40.00555600	1400	Farmland	2018	1.80	11.760	68.720	19.520	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.707108243	Oven-drying method	0.004220378	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_10	112.51750000	40.00555600	1400	Farmland	2018	2.00	9.940	54.420	35.650	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.682229384	Oven-drying method	0.016489615	Constant head method	Centrifuge method	0.528736558	0.536317723	0.207911086	1.752587969	1.310294469	0.236812775	0.393128447	0.265836831	0.999997780	1.433826609	Q1-Q3
Yellow_River_Basin_55	55	55_11	112.51750000	40.00555600	1400	Farmland	2018	2.20	8.760	49.290	41.940	Laser particle analyzer method	Level A	Loamy soils	Loam	1.490638919	Oven-drying method	0.002848579	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_12	112.51750000	40.00555600	1400	Farmland	2018	2.40	5.190	30.580	64.220	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.605035168	Oven-drying method	0.006567766	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_13	112.51750000	40.00555600	1400	Farmland	2018	2.60	9.410	50.630	39.950	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.638749509	Oven-drying method	0.004362924	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_14	112.51750000	40.00555600	1400	Farmland	2018	2.80	10.050	50.850	39.090	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.535978896	Oven-drying method	0.041627809	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_15	112.51750000	40.00555600	1400	Farmland	2018	3.00	8.690	53.330	37.990	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.572018364	Oven-drying method	0.003133150	Constant head method	Centrifuge method	0.490601797										
Yellow_River_Basin_55	55	55_16	112.51750000	40.00555600	1400	Farmland	2018	3.20	8.980	48.640	42.380	Laser particle analyzer method	Level A	Loamy soils	Loam	1.642469712	Oven-drying method	0.002583474	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_17	112.51750000	40.00555600	1400	Farmland	2018	3.40	7.840	49.810	42.360	Laser particle analyzer method	Level A	Loamy soils	Loam	1.622473620	Oven-drying method	0.003217414	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_18	112.51750000	40.00555600	1400	Farmland	2018	3.60	9.290	49.590	41.120	Laser particle analyzer method	Level A	Loamy soils	Loam	1.558532628	Oven-drying method	0.003437970	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_19	112.51750000	40.00555600	1400	Farmland	2018	3.80	6.560	37.810	55.620	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.566903085	Oven-drying method	0.016072461	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_20	112.51750000	40.00555600	1400	Farmland	2018	4.00	8.020	48.530	43.460	Laser particle analyzer method	Level A	Loamy soils	Loam	1.442276278	Oven-drying method	0.151284317	Constant head method	Centrifuge method	0.447121922	0.447704882	0.000376154	0.626610205	1.067457194	0.063194284	0.415860874	0.329035581	0.999995155	0.130380458	Min-Q1
Yellow_River_Basin_55	55	55_21	112.51750000	40.00555600	1400	Farmland	2018	4.20	9.770	49.520	40.710	Laser particle analyzer method	Level A	Loamy soils	Loam	1.582481436	Oven-drying method	0.002273249	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_22	112.51750000	40.00555600	1400	Farmland	2018	4.40	10.400	56.730	32.860	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.587131690	Oven-drying method	0.003157907	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_23	112.51750000	40.00555600	1400	Farmland	2018	4.60	9.840	58.410	31.740	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.544116840	Oven-drying method	0.004095680	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_24	112.51750000	40.00555600	1400	Farmland	2018	4.80	8.010	44.620	47.350	Laser particle analyzer method	Level A	Loamy soils	Loam	1.666418520	Oven-drying method	0.003631998	Constant head method	Centrifuge method											
Yellow_River_Basin_55	55	55_25	112.51750000	40.00555600	1400	Farmland	2018	5.00	10.370	64.560	25.080	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.517610392	Oven-drying method	0.005464140	Constant head method	Centrifuge method	0.437356389	0.438526831	0.000000000	0.444240877	1.071341621	0.066590917	0.412150620	0.324318369	0.999985670	0.267617618	Min-Q1
Yellow_River_Basin_56	56	56_0	113.19361100	39.95555600	1020	Farmland	2018	0.05	5.170	35.840	58.980	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.402516606	Oven-drying method	0.078866232	Constant head method	Centrifuge method	0.430381008	0.522180270	0.058879856	17.407595170	1.247889545	0.198647025	0.227583301	0.124458094	0.999998892	21.329766130	outlier
Yellow_River_Basin_56	56	56_1	113.19361100	39.95555600	1020	Farmland	2018	0.20	6.360	43.490	50.160	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.545511916	Oven-drying method	0.051412691	Constant head method	Centrifuge method	0.378995701	0.382355710	0.042985738	1.600307682	1.247706221	0.198529282	0.261558871	0.129855594	0.999936264	0.886556025	Min-Q1
Yellow_River_Basin_56	56	56_2	113.19361100	39.95555600	1020	Farmland	2018	0.40	6.870	49.840	43.290	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.557835089	Oven-drying method	0.069805137	Constant head method	Centrifuge method	0.415732707	0.597122767	0.008318224	97.262738540	1.167882482	0.143749465	0.230999615	0.125666795	0.999998932	43.631414140	outlier
Yellow_River_Basin_56	56	56_3	113.19361100	39.95555600	1020	Farmland	2018	0.60	8.430	53.270	38.290	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.558300115	Oven-drying method	0.057232353	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_4	113.19361100	39.95555600	1020	Farmland	2018	0.80	5.510	53.660	40.840	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.549697145	Oven-drying method	0.094873222	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_5	113.19361100	39.95555600	1020	Farmland	2018	1.00	6.880	66.050	27.070	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.525515824	Oven-drying method	0.096419661	Constant head method	Centrifuge method	0.435961312	0.450024489	0.088139963	2.504161426	1.590586757	0.371301191	0.189657781	0.098927800	0.999999251	3.225785425	Q1-Q3
Yellow_River_Basin_56	56	56_6	113.19361100	39.95555600	1020	Farmland	2018	1.20	7.710	65.730	26.560	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.532491205	Oven-drying method	0.089471397	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_7	113.19361100	39.95555600	1020	Farmland	2018	1.40	4.630	47.280	48.090	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.503427118	Oven-drying method	0.180693300	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_8	113.19361100	39.95555600	1020	Farmland	2018	1.60	5.150	51.410	43.450	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.578063694	Oven-drying method	0.117511773	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_9	113.19361100	39.95555600	1020	Farmland	2018	1.80	4.810	43.100	52.080	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.640842123	Oven-drying method	0.100968910	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_10	113.19361100	39.95555600	1020	Farmland	2018	2.00	8.940	53.170	37.890	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.821737004	Oven-drying method	0.048208296	Constant head method	Centrifuge method	0.361559926	0.371979380	0.048590885	2.150550673	1.453319572	0.311920090	0.178204364	0.071959607	0.999999085	2.881805574	Q1-Q3
Yellow_River_Basin_56	56	56_11	113.19361100	39.95555600	1020	Farmland	2018	2.20	6.120	43.330	50.550	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.848940990	Oven-drying method	0.008439084	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_12	113.19361100	39.95555600	1020	Farmland	2018	2.40	7.030	42.130	50.840	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.699202811	Oven-drying method	0.045670537	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_13	113.19361100	39.95555600	1020	Farmland	2018	2.60	7.660	57.110	35.220	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.645027352	Oven-drying method	0.173109762	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_14	113.19361100	39.95555600	1020	Farmland	2018	2.80	7.590	56.720	35.690	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.413212190	Oven-drying method	0.008775793	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_15	113.19361100	39.95555600	1020	Farmland	2018	3.00	6.500	45.790	47.710	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.703155527	Oven-drying method	0.051343841	Constant head method	Centrifuge method	0.412012504	0.422999080	0.061627879	2.148528917	1.664398913	0.399182496	0.157307055	0.069316382	0.999997016	2.666563676	Q1-Q3
Yellow_River_Basin_56	56	56_16	113.19361100	39.95555600	1020	Farmland	2018	3.20	6.110	40.610	53.280	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.637586946	Oven-drying method	0.012598298	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_17	113.19361100	39.95555600	1020	Farmland	2018	3.40	5.010	36.680	58.310	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.678974206	Oven-drying method	0.016883889	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_18	113.19361100	39.95555600	1020	Farmland	2018	3.60	7.330	36.150	56.520	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.714548649	Oven-drying method	0.068892652	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_19	113.19361100	39.95555600	1020	Farmland	2018	3.80	6.170	52.300	41.520	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.679439231	Oven-drying method	0.001998413	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_20	113.19361100	39.95555600	1020	Farmland	2018	4.00	7.240	56.710	36.040	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.507379834	Oven-drying method	0.515539802	Constant head method	Centrifuge method	0.402479484	0.407170906	0.114186208	0.313754606	1.595082705	0.373073260	0.336705825	0.143433012	0.999996612	1.165630324	Min-Q1
Yellow_River_Basin_56	56	56_21	113.19361100	39.95555600	1020	Farmland	2018	4.20	14.810	76.390	8.810	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.553417348	Oven-drying method	0.002377526	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_22	113.19361100	39.95555600	1020	Farmland	2018	4.40	7.780	71.520	20.680	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.487616254	Oven-drying method	0.010676729	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_23	113.19361100	39.95555600	1020	Farmland	2018	4.60	9.670	70.690	19.650	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.608755371	Oven-drying method	0.054730950	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_24	113.19361100	39.95555600	1020	Farmland	2018	4.80	12.500	68.950	18.580	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.715246187	Oven-drying method	0.016665292	Constant head method	Centrifuge method											
Yellow_River_Basin_56	56	56_25	113.19361100	39.95555600	1020	Farmland	2018	5.00	7.340	54.360	38.310	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.790347789	Oven-drying method	0.005854700	Constant head method	Centrifuge method	0.374810472	0.377981889	0.054392541	0.558557370	1.394531787	0.282913441	0.283076433	0.110323601	0.999997767	0.846138646	Min-Q1
Yellow_River_Basin_57	57	57_0	112.39148900	39.44116100	1226	Forestland	2018	0.05	2.140	28.290	69.570	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.064675653	Oven-drying method	0.514001278	Constant head method	Centrifuge method	0.484091441	0.527221736	0.048807644	4.506564278	1.599822189	0.374930535	0.142008400	0.058297385	0.999999758	8.909534624	Q3-Max
Yellow_River_Basin_57	57	57_1	112.39148900	39.44116100	1226	Forestland	2018	0.20	3.110	35.970	60.940	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.349038685	Oven-drying method	0.421827455	Constant head method	Centrifuge method	0.427125830	0.438805727	0.084524645	2.257896186	1.654712905	0.395665558	0.177175205	0.092242490	0.999999561	2.734533187	Q1-Q3
Yellow_River_Basin_57	57	57_2	112.39148900	39.44116100	1226	Forestland	2018	0.40	3.290	43.210	53.490	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.442276278	Oven-drying method	0.162286517	Constant head method	Centrifuge method	0.449447049	0.452630694	0.076560602	2.604235598	1.647348141	0.392963773	0.167828018	0.084358767	0.999999279	0.708347161	Min-Q1
Yellow_River_Basin_57	57	57_3	112.39148900	39.44116100	1226	Forestland	2018	0.60	3.080	41.140	55.780	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.388798357	Oven-drying method	0.250361207	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_4	112.39148900	39.44116100	1226	Forestland	2018	0.80	3.600	43.920	52.480	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.414374754	Oven-drying method	0.234735044	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_5	112.39148900	39.44116100	1226	Forestland	2018	1.00	3.200	40.320	56.470	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.447624070	Oven-drying method	0.198237465	Constant head method	Centrifuge method	0.465722938	0.485847933	0.076272963	2.988924731	1.678847187	0.404353173	0.161029737	0.082678210	0.999999529	4.321237665	Q1-Q3
Yellow_River_Basin_57	57	57_6	112.39148900	39.44116100	1226	Forestland	2018	1.20	3.350	41.140	55.520	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.427162952	Oven-drying method	0.190319524	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_7	112.39148900	39.44116100	1226	Forestland	2018	1.40	3.250	39.340	57.410	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.437160998	Oven-drying method	0.085057408	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_8	112.39148900	39.44116100	1226	Forestland	2018	1.60	3.940	41.720	54.350	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.523190697	Oven-drying method	0.090269973	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_9	112.39148900	39.44116100	1226	Forestland	2018	1.80	4.600	43.120	52.290	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.549232120	Oven-drying method	0.100681286	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_10	112.39148900	39.44116100	1226	Forestland	2018	2.00	3.320	35.880	60.790	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.543186789	Oven-drying method	0.125622848	Constant head method	Centrifuge method	0.445497011	0.470590450	0.052653486	3.403954823	1.752052378	0.429240808	0.119045873	0.056438926	0.999999743	5.632684005	Q1-Q3
Yellow_River_Basin_57	57	57_11	112.39148900	39.44116100	1226	Forestland	2018	2.20	3.260	33.810	62.930	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.452041811	Oven-drying method	0.049280705	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_12	112.39148900	39.44116100	1226	Forestland	2018	2.40	3.390	39.450	57.160	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.469712776	Oven-drying method	0.138701097	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_13	112.39148900	39.44116100	1226	Forestland	2018	2.60	2.220	37.160	60.620	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.372057442	Oven-drying method	0.107746940	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_14	112.39148900	39.44116100	1226	Forestland	2018	2.80	3.040	43.860	53.100	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.338575613	Oven-drying method	0.120649039	Constant head method	Centrifuge method											
Yellow_River_Basin_57	57	57_15	112.39148900	39.44116100	1226	Forestland	2018	3.00	2.760	42.000	55.240	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.315091831	Oven-drying method	0.129016024	Constant head method	Centrifuge method	0.479673700	0.499515360	0.080489174	2.899133746	1.675450279	0.403145523	0.169661473	0.087319269	0.999997843	4.136491217	Q1-Q3
Yellow_River_Basin_57	57	57_16	112.39148900	39.44116100	1226	Forestland	2018	3.20	2.500	40.830	56.670	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.256731143	Oven-drying method	0.124027884	Constant head method	Centrifuge method											
